B11,B2,B3,B4,B8,Label
3149,817,1078,1372,2343,1
1800,554,686,648,1974,0
887,523,577,641,894,0
139,435,495,334,345,4
2503,559,741,799,2208,1
1837,1238,1416,1382,1697,3
1644,526,709,607,2004,0
2176,529,781,822,2220,1
2502,1036,1108,1228,1238,3
1974,1348,1588,1718,2084,3
1280,491,487,595,800,1
1399,479,640,457,2588,2
1595,502,578,534,1588,0
1405,521,657,585,1738,0
26,211,227,94,58,4
2114,544,611,813,1392,1
1262,533,696,510,2690,2
1712,382,556,483,2264,0
3138,810,1150,1704,2568,1
2513,566,793,962,1999,1
142,379,345,269,348,4
1793,553,643,609,1918,0
18,221,203,77,29,4
1838,968,1096,1090,1401,3
1334,371,498,336,1906,2
34,307,335,166,82,4
1476,455,650,463,2398,2
1703,512,717,517,2880,2
3366,1023,1382,1872,2754,1
1621,719,793,904,1434,0
1476,494,642,456,2498,2
2474,557,759,806,2194,1
32,274,390,217,45,4
1681,404,556,474,2292,0
2128,1034,1336,1288,1910,3
1804,514,671,641,2275,0
1384,532,578,680,1050,1
3337,2110,2298,2382,2624,3
1907,1060,1272,1410,1556,3
1886,580,778,543,3150,0
2429,1566,1436,1432,1903,3
1621,454,662,422,2458,2
2151,1150,1224,1106,1220,3
4011,1730,2240,2678,2822,3
1936,892,974,1076,1452,3
1982,625,857,539,3442,0
1254,385,483,603,969,0
1374,471,617,415,2030,2
111,228,209,173,197,4
1247,412,550,397,2204,2
17,230,336,156,23,4
1579,430,562,362,2404,2
1649,706,755,833,1332,0
312,570,569,435,543,4
1711,527,705,536,2888,2
3972,805,1034,1448,2312,0
1393,435,618,375,2308,2
2081,1230,1172,1320,1622,3
1459,597,702,531,2678,2
22,263,381,210,33,4
