B11,B2,B3,B4,B8,Label
2256,521,657,885,1655,BarrenLand
2588,805,1018,1334,1922,BarrenLand
19,247,314,153,26,Water
26,242,229,99,66,Water
2138,536,637,839,1321,BarrenLand
24,222,245,109,62,Water
2176,576,808,844,2284,BarrenLand
151,346,344,255,326,Water
1535,393,570,422,2410,Forests
2249,512,686,738,1844,BarrenLand
22,288,375,204,35,Water
2139,1136,1136,1288,1728,Infrastructure
23,220,240,115,62,Water
1440,503,599,405,2216,Forests
2064,434,556,672,1305,Agriculture
26,297,382,218,39,Water
27,205,247,93,66,Water
2412,576,716,768,2101,BarrenLand
1529,592,713,714,1595,Agriculture
2675,899,1220,1770,2294,BarrenLand
19,214,193,94,50,Water
2566,872,1018,1300,1838,BarrenLand
2503,546,711,807,2003,BarrenLand
2711,857,1030,1272,1942,BarrenLand
2105,1462,1706,1866,2254,Infrastructure
2819,1554,1620,1728,1799,Infrastructure
1621,719,793,904,1434,Agriculture
2519,549,746,860,2097,BarrenLand
1111,455,533,402,1758,Forests
2314,541,713,965,1678,BarrenLand
35,316,334,167,81,Water
135,376,337,279,326,Water
1476,494,642,456,2498,Forests
2429,1360,1414,1436,1689,Infrastructure
2201,502,657,664,1999,BarrenLand
2269,530,689,915,1652,BarrenLand
1491,443,525,408,2116,Forests
31,270,388,213,47,Water
1845,879,905,1050,1276,Infrastructure
2379,1084,1308,1360,2591,Infrastructure
2417,548,808,874,2244,BarrenLand
2224,1424,1408,1434,1775,Infrastructure
1391,430,568,381,2330,Forests
1491,1090,1190,1262,1473,Infrastructure
34,295,339,165,78,Water
3008,810,1054,1560,2342,BarrenLand
3072,937,1278,1760,2480,BarrenLand
2333,589,683,926,1325,BarrenLand
863,757,819,1002,1107,Infrastructure
2253,1062,1258,1534,1820,Infrastructure
21,268,368,202,34,Water
20,207,206,61,1,Water
27,265,288,127,66,Water
110,236,204,166,222,Water
17,252,331,156,23,Water
2368,1062,1274,1432,1923,Infrastructure
195,513,604,445,464,Water
2531,648,801,1082,1592,BarrenLand
26,251,285,133,64,Water
2379,1822,2060,2168,2509,Infrastructure
3173,1570,1774,2138,2306,Infrastructure
26,272,375,208,40,Water
3768,1632,2088,2446,2534,Infrastructure
20,240,327,152,32,Water
1428,480,634,463,2612,Forests
1434,501,572,442,2172,Forests
1784,533,719,534,2938,Forests
26,240,243,94,55,Water
30,203,220,72,36,Water
1761,479,551,448,1734,Forests
2494,997,1378,1888,2162,BarrenLand
1955,546,769,550,2824,Forests
1707,842,962,976,1331,Infrastructure
1961,452,648,493,2732,Forests
1778,1036,1256,1434,1600,Infrastructure
1376,538,579,687,926,BarrenLand
1790,592,870,576,2798,Agriculture
1692,1044,1054,1128,1196,Infrastructure
1961,469,702,480,2944,Forests
2533,522,707,811,2035,BarrenLand
2081,1312,1432,1494,1726,Infrastructure
1825,952,1228,1276,1333,Infrastructure
2413,716,924,1268,1835,BarrenLand
1506,512,633,465,2338,Forests
1694,988,1094,1130,1566,Infrastructure
153,390,339,271,324,Water
2918,1646,1968,2088,2385,Infrastructure
2281,1426,1552,1698,1865,Infrastructure
2523,571,777,948,2071,BarrenLand
1906,1034,1118,1232,1559,Infrastructure
85,319,363,142,56,Water
2422,591,713,955,1415,BarrenLand
2576,667,788,1052,1644,BarrenLand
2789,623,781,1108,1885,BarrenLand
26,280,396,206,38,Water
2513,548,705,972,1826,BarrenLand
12,157,193,75,1,Water
2502,1026,1122,1252,1238,Infrastructure
22,223,208,93,52,Water
9,153,187,62,1,Water
1974,760,974,1254,1736,BarrenLand
2440,1200,1280,1386,1396,Infrastructure
1957,1186,1222,1438,1556,Infrastructure
2401,571,708,970,1440,BarrenLand
1112,472,607,427,1904,Forests
26,298,365,209,31,Water
1498,548,604,642,1328,Agriculture
2138,509,603,769,1387,BarrenLand
3076,1988,2030,2146,2468,Infrastructure
1445,1040,1318,1378,1524,Infrastructure
1926,1738,1516,1848,2014,Infrastructure
20,268,315,159,25,Water
8,191,202,80,23,Water
1846,480,605,566,2288,Forests
2646,1584,1584,1614,1973,Infrastructure
1812,594,706,683,1990,Agriculture
2059,460,751,509,2894,Agriculture
1398,440,609,543,2014,Agriculture
1837,630,786,827,2300,Agriculture
35,305,329,168,81,Water
1955,530,762,545,3046,Forests
2800,722,913,1208,1932,BarrenLand
137,252,205,159,218,Water
2884,1394,1606,1606,1722,Infrastructure
2811,670,906,1310,2040,BarrenLand
2350,559,697,924,1508,BarrenLand
2743,628,803,1134,1952,BarrenLand
2185,576,701,968,1449,BarrenLand
151,347,349,256,333,Water
26,222,246,92,66,Water
33,284,375,215,47,Water
1544,615,695,781,1184,Agriculture
2144,703,921,1238,1676,BarrenLand
22,253,311,157,31,Water
2079,1040,1182,1278,1284,Infrastructure
2465,577,768,882,2054,BarrenLand
1391,373,538,371,2142,Forests
20,188,211,61,1,Water
926,489,527,592,844,Agriculture
1754,503,687,655,2186,Agriculture
2178,1360,1484,1830,2058,Infrastructure
1111,472,593,412,1798,Forests
2114,505,583,747,1326,BarrenLand
1489,477,665,422,2462,Forests
1678,414,559,404,2236,Forests
18,204,204,73,45,Water
1387,989,1108,1150,1786,Infrastructure
2312,568,728,985,1727,BarrenLand
2428,570,694,959,1425,BarrenLand
10,188,209,51,1,Water
21,250,312,170,29,Water
8,190,219,37,1,Water
2263,523,673,952,1679,BarrenLand
1666,580,794,1038,1573,Agriculture
2196,1476,1630,1688,2178,Infrastructure
2474,522,716,825,2021,BarrenLand
175,503,584,428,452,Water
1783,357,599,438,2443,Agriculture
23,217,190,92,50,Water
2273,573,717,944,1462,BarrenLand
29,267,283,133,65,Water
1506,523,615,466,2366,Forests
25,235,328,154,27,Water
193,430,513,338,321,Water
3768,1830,2204,2618,2733,Infrastructure
2531,656,786,1086,1658,BarrenLand
31,267,285,130,57,Water
1804,514,671,641,2275,Agriculture
26,263,386,210,40,Water
2990,763,985,1316,2440,BarrenLand
1663,557,664,605,2182,Agriculture
1247,467,602,475,2056,Forests
177,427,492,336,337,Water
1440,470,564,409,2248,Forests
2570,1202,1322,1262,1294,Infrastructure
31,258,270,124,59,Water
1628,540,919,592,3175,Agriculture
1722,1086,1324,1272,1484,Infrastructure
1791,448,614,554,2580,Agriculture
2332,580,703,943,1437,BarrenLand
2914,810,1118,1638,2398,BarrenLand
2884,852,1012,1316,2004,BarrenLand
1492,407,529,543,1697,Agriculture
1565,496,907,518,3319,Agriculture
21,209,207,95,60,Water
142,366,336,274,354,Water
3165,735,910,1204,1896,BarrenLand
31,248,275,150,66,Water
1773,519,708,487,2786,Forests
2902,490,680,698,2330,Agriculture
35,287,332,151,73,Water
2428,762,965,1202,1695,BarrenLand
2735,2210,2442,2652,2727,Infrastructure
2327,463,637,729,1747,BarrenLand
1373,445,539,386,2218,Forests
1725,409,572,516,2142,Agriculture
2990,767,1026,1434,2526,BarrenLand
2752,713,877,1184,1909,BarrenLand
1820,506,626,613,2050,Agriculture
19,254,344,157,24,Water
213,545,604,471,450,Water
2369,1021,1128,1214,1277,Infrastructure
1624,407,550,402,2002,Forests
1761,525,628,502,2390,Forests
175,513,600,423,458,Water
1568,502,664,458,2436,Forests
1825,1132,1186,1268,1514,Infrastructure
42,192,204,83,1,Water
2225,516,702,788,1992,BarrenLand
1514,676,772,844,1314,Agriculture
21,257,294,124,44,Water
2606,1368,1470,1494,1794,Infrastructure
1510,376,550,374,2186,Forests
2151,998,1100,1272,1318,Infrastructure
2531,618,760,1019,1546,BarrenLand
1494,775,922,792,1353,Infrastructure
34,284,378,216,40,Water
21,206,198,92,51,Water
1348,516,580,684,937,BarrenLand
1711,475,682,511,2332,Forests
23,272,373,210,35,Water
1865,984,1086,1222,1570,Infrastructure
1423,369,510,375,2226,Forests
2910,1354,1548,1548,1421,Infrastructure
1527,443,608,433,2442,Forests
1703,512,717,517,2880,Forests
1590,397,533,360,2346,Forests
2003,1116,1210,1356,1594,Infrastructure
1871,1078,1190,1210,1321,Infrastructure
1601,545,666,580,1999,Agriculture
33,292,388,216,43,Water
2623,858,1028,1264,1812,BarrenLand
1860,531,792,543,3002,Forests
1685,378,541,432,2217,Agriculture
1192,491,695,471,2348,Forests
1570,522,647,473,2308,Forests
3030,730,949,1304,2047,BarrenLand
29,332,335,156,80,Water
4228,927,1142,1608,2512,Agriculture
209,480,582,397,459,Water
1728,455,529,434,1900,Forests
19,221,245,101,60,Water
1389,521,571,673,992,BarrenLand
1462,443,647,430,2498,Forests
2779,1166,1282,1366,1301,Infrastructure
2747,650,878,1260,1998,BarrenLand
2037,1126,1404,1714,2060,Infrastructure
19,244,313,156,24,Water
14,212,200,83,22,Water
19,247,323,157,33,Water
16,219,220,52,4,Water
20,261,301,121,43,Water
1750,560,725,501,2728,Forests
1811,537,709,540,2686,Forests
2330,595,670,932,1374,BarrenLand
2232,1332,1418,1436,1652,Infrastructure
19,267,312,124,48,Water
19,248,320,158,25,Water
2062,429,713,438,3274,Agriculture
2247,512,700,792,1869,BarrenLand
26,266,320,157,26,Water
1334,371,543,342,2122,Forests
147,248,229,182,224,Water
27,191,223,79,1,Water
2458,579,802,906,2171,BarrenLand
27,239,321,157,26,Water
18,227,201,76,39,Water
1643,505,799,510,3284,Forests
2901,783,938,1232,1779,BarrenLand
1685,545,725,505,2626,Forests
1796,934,1050,1272,1690,Infrastructure
2263,532,694,954,1698,BarrenLand
3016,807,1048,1442,2438,BarrenLand
1903,1144,1262,1434,1722,Infrastructure
2147,1250,1300,1388,1554,Infrastructure
2512,606,828,997,2086,BarrenLand
2270,548,683,915,1660,BarrenLand
32,292,385,225,46,Water
153,366,350,270,362,Water
1402,510,673,919,1294,Agriculture
156,375,342,272,391,Water
2062,1606,1726,1874,2105,Infrastructure
3294,902,1234,1636,2480,BarrenLand
1539,454,593,472,2448,Forests
18,242,313,148,23,Water
3192,2156,2578,2764,2741,Infrastructure
1207,422,513,370,1638,Forests
1779,1026,1122,1234,1582,Infrastructure
1694,1128,1376,1422,1850,Infrastructure
15,202,207,88,47,Water
2088,1146,1268,1366,1560,Infrastructure
1693,493,681,469,2568,Forests
1805,502,634,603,2165,Agriculture
1570,585,699,530,2886,Forests
1908,1356,1466,1338,1802,Infrastructure
256,564,545,413,552,Water
1859,1704,1808,1742,1998,Infrastructure
1811,554,719,529,2492,Forests
19,238,319,157,29,Water
19,252,325,162,23,Water
162,421,502,344,354,Water
18,265,313,157,33,Water
23,215,205,67,1,Water
1393,400,571,385,2106,Forests
23,295,375,209,34,Water
26,239,318,160,26,Water
3059,853,998,1306,2072,BarrenLand
27,242,254,102,65,Water
2829,1578,1554,1618,1658,Infrastructure
19,239,315,158,26,Water
1595,512,657,659,2265,Agriculture
18,216,212,88,40,Water
1769,441,634,480,2358,Forests
2425,577,742,846,2149,BarrenLand
111,234,206,171,214,Water
1751,571,688,781,1166,Agriculture
2715,675,824,1118,1836,BarrenLand
1657,431,607,480,2464,Forests
19,214,241,87,65,Water
1459,597,702,531,2678,Forests
200,542,589,452,440,Water
1571,455,726,518,2700,Forests
2260,556,659,905,1318,BarrenLand
28,239,247,115,61,Water
2843,1518,1864,2042,2155,Infrastructure
1732,940,1004,1021,1074,Infrastructure
1440,510,625,446,2314,Forests
1570,495,659,463,2562,Forests
1472,461,664,510,2509,Agriculture
2162,1158,1544,1656,1890,Infrastructure
1207,357,479,521,994,Agriculture
16,200,214,61,8,Water
2478,960,1262,1864,2112,BarrenLand
1458,412,615,397,2374,Forests
1403,469,628,441,2494,Forests
1663,542,659,601,2122,Agriculture
1418,455,565,385,2078,Forests
2392,678,852,1162,1730,BarrenLand
1541,531,599,722,1006,BarrenLand
1392,430,558,663,1176,Agriculture
3180,750,1062,1550,2460,BarrenLand
2902,717,977,1204,2668,Agriculture
1711,467,634,464,2336,Forests
22,239,315,158,25,Water
1517,673,742,818,1354,Agriculture
2254,1066,1120,1226,1236,Infrastructure
18,258,314,155,31,Water
3013,759,903,1164,1809,BarrenLand
3289,1926,2378,2578,2301,Infrastructure
1392,406,514,624,1112,Agriculture
1463,386,586,367,2712,Forests
2232,740,967,1272,1743,BarrenLand
1841,542,741,519,3012,Forests
2891,738,881,1148,1714,BarrenLand
1993,1098,1220,1356,1594,Infrastructure
1506,455,590,393,1938,Forests
2478,998,1268,1866,2145,BarrenLand
2020,545,714,736,1902,Agriculture
1397,501,602,424,2454,Forests
20,238,243,95,64,Water
2552,788,1018,1338,1905,BarrenLand
170,244,208,153,237,Water
2227,1710,1824,1452,2271,Infrastructure
1381,425,589,410,2562,Forests
1904,476,645,571,2280,Agriculture
1492,482,663,612,2135,Agriculture
2445,514,729,912,1822,BarrenLand
1394,534,591,677,978,BarrenLand
1872,440,666,422,2906,Forests
1738,597,725,652,2099,Agriculture
17,250,325,152,23,Water
19,246,326,146,24,Water
25,239,324,158,27,Water
2013,507,653,637,2156,Agriculture
1489,417,615,448,2542,Forests
1459,927,1146,1164,1820,Infrastructure
2254,1060,1078,1194,1290,Infrastructure
1603,543,702,586,1898,Agriculture
199,539,617,477,456,Water
1621,506,639,641,2132,Agriculture
2576,645,781,1050,1634,BarrenLand
205,470,544,421,402,Water
1974,748,929,1176,1656,BarrenLand
2590,1418,1634,1740,2171,Infrastructure
1878,557,669,613,2026,Agriculture
2843,1294,1478,1628,1856,Infrastructure
1589,382,525,335,2418,Forests
3399,1518,1606,1708,1699,Infrastructure
22,204,196,83,57,Water
3062,760,1062,1588,2344,BarrenLand
1541,486,678,471,2668,Forests
1758,1338,1378,1376,1826,Infrastructure
2944,728,865,1150,1827,BarrenLand
1957,1178,1226,1404,1601,Infrastructure
19,253,320,156,27,Water
3288,780,1084,1722,2406,BarrenLand
2249,619,780,976,1523,BarrenLand
2440,600,833,899,2148,BarrenLand
2281,1538,1678,1782,1831,Infrastructure
20,252,329,163,33,Water
1741,382,546,482,2104,Agriculture
1626,550,554,452,2116,Forests
24,275,379,209,34,Water
1476,440,560,399,2106,Forests
1405,530,650,575,1758,Agriculture
2141,405,711,437,3195,Agriculture
23,253,375,211,34,Water
2124,1004,1186,1276,1582,Infrastructure
26,258,275,136,61,Water
1453,404,554,407,2462,Forests
2640,1068,1106,1198,1301,Infrastructure
1696,731,808,929,1472,Agriculture
3622,1536,2008,2334,2480,Infrastructure
2144,722,957,1278,1651,BarrenLand
1142,456,474,508,685,BarrenLand
21,242,238,108,67,Water
2055,576,834,532,3602,Agriculture
3062,750,1060,1610,2432,BarrenLand
3260,791,1108,1682,2479,BarrenLand
1597,514,709,591,2368,Agriculture
25,251,317,157,25,Water
17,245,325,151,23,Water
26,243,313,138,26,Water
23,219,246,108,60,Water
20,217,198,100,48,Water
2041,436,732,605,2414,Forests
1621,462,579,428,2136,Forests
2243,514,637,850,1343,BarrenLand
24,261,320,158,26,Water
1467,656,775,861,1228,Agriculture
22,253,320,157,25,Water
3008,783,1078,1576,2484,BarrenLand
21,263,304,147,44,Water
19,227,337,155,28,Water
1635,633,720,771,1206,Agriculture
3254,908,1224,1594,2604,BarrenLand
19,210,203,92,50,Water
1523,346,438,501,1168,Agriculture
25,210,254,88,70,Water
3254,790,1054,1310,2438,BarrenLand
1387,525,631,593,1656,Agriculture
1790,434,612,469,2792,Forests
26,242,291,132,63,Water
2096,1474,1208,1140,2185,Infrastructure
2270,579,789,866,2218,BarrenLand
1420,430,564,426,2320,Forests
28,265,288,137,73,Water
18,235,326,163,32,Water
1936,1120,1188,1182,1535,Infrastructure
1657,458,622,474,2502,Forests
2490,1108,1162,1240,1273,Infrastructure
15,196,178,88,23,Water
1541,528,585,659,937,BarrenLand
1916,1166,1356,1506,1635,Infrastructure
1621,492,639,619,2123,Agriculture
187,543,632,459,462,Water
3294,940,1328,1756,2470,BarrenLand
1646,740,873,897,1736,Agriculture
18,243,321,157,24,Water
1809,961,1034,1080,1114,Infrastructure
21,213,192,60,1,Water
1640,514,671,592,2222,Agriculture
1838,1144,1052,1198,1357,Infrastructure
2261,565,691,898,1417,BarrenLand
1593,516,695,479,2918,Forests
4119,1900,2336,2724,3068,Infrastructure
1794,537,674,631,2070,Agriculture
1754,513,651,609,2206,Agriculture
167,381,475,309,362,Water
1728,416,604,415,2336,Forests
1949,557,691,642,2020,Agriculture
26,278,374,217,40,Water
1581,481,633,456,2508,Forests
18,213,209,77,31,Water
1721,637,722,674,2134,Agriculture
41,193,222,81,1,Water
2117,1624,1812,1780,2046,Infrastructure
3076,2636,2964,3226,3262,Infrastructure
127,234,208,171,220,Water
4023,854,1052,1498,2376,Agriculture
21,220,215,90,58,Water
26,272,389,210,40,Water
1914,853,948,1166,1103,Infrastructure
2374,1158,1180,1260,1281,Infrastructure
1859,1488,1640,1808,2052,Infrastructure
1401,454,614,780,1218,Agriculture
19,249,342,156,26,Water
1859,1186,1238,1210,1609,Infrastructure
2049,900,1174,1556,1790,BarrenLand
2144,545,644,816,1432,BarrenLand
1675,760,921,950,1736,Infrastructure
1248,512,538,413,1874,Forests
19,254,320,158,25,Water
2298,1480,1702,1920,2140,Infrastructure
22,202,340,163,37,Water
2609,662,878,1236,1908,BarrenLand
2433,532,673,786,1854,BarrenLand
2261,1060,1140,1356,1379,Infrastructure
1621,406,545,392,2086,Forests
1865,991,1378,1392,1655,Infrastructure
169,208,288,186,209,Water
20,254,313,164,25,Water
2902,473,700,692,2350,Agriculture
1868,425,576,448,2332,Forests
187,554,604,461,451,Water
1877,873,997,1414,1846,Infrastructure
18,253,314,155,24,Water
2150,444,790,411,3586,Agriculture
2037,1100,1410,1428,2013,Infrastructure
2480,1032,1122,1186,1193,Infrastructure
1780,422,543,558,1770,Agriculture
1413,512,591,673,995,BarrenLand
2883,706,966,1482,2066,BarrenLand
1771,996,1144,1154,1826,Infrastructure
2448,514,727,826,2077,BarrenLand
1529,535,708,498,2846,Forests
3041,912,1188,1620,2545,BarrenLand
1667,991,1072,1136,1572,Infrastructure
2242,686,909,1206,1704,BarrenLand
1280,491,487,595,800,BarrenLand
1903,957,1196,1322,1607,Infrastructure
4389,2276,2714,3052,3277,Infrastructure
2892,660,805,1130,1978,BarrenLand
1793,482,711,511,2674,Forests
22,199,197,90,56,Water
1697,466,622,452,2180,Forests
2576,652,788,1080,1674,BarrenLand
19,267,337,156,26,Water
2270,520,764,735,2218,BarrenLand
2340,488,692,789,2082,BarrenLand
1661,421,575,422,2370,Forests
2847,1554,1624,1710,1846,Infrastructure
18,246,313,157,24,Water
1247,366,512,359,1992,Forests
1842,836,921,961,1614,Infrastructure
32,264,388,223,47,Water
1479,531,557,630,858,BarrenLand
2238,1104,1344,1452,1851,Infrastructure
1841,517,670,476,2728,Forests
2303,579,673,918,1391,BarrenLand
23,264,328,158,26,Water
2339,531,789,805,2219,BarrenLand
1609,570,759,534,2762,Forests
21,211,203,87,52,Water
139,435,495,334,345,Water
1397,460,610,479,2424,Forests
1245,380,486,374,2078,Forests
2811,782,1064,1522,2232,BarrenLand
2869,717,914,1244,2065,BarrenLand
1783,357,630,402,2820,Agriculture
2424,706,923,1236,1794,BarrenLand
1865,1230,1324,1410,1527,Infrastructure
26,218,219,113,61,Water
1825,905,1092,1214,1302,Infrastructure
22,211,218,78,39,Water
2041,525,768,594,2712,Forests
1963,834,894,1038,1296,Infrastructure
1802,556,719,478,2962,Forests
3149,867,1158,1484,2514,BarrenLand
1748,1019,913,902,1375,Infrastructure
25,230,232,91,62,Water
1681,404,556,474,2292,Agriculture
3008,798,1086,1550,2302,BarrenLand
19,239,324,165,27,Water
1459,528,650,478,2388,Forests
2382,621,725,984,1573,BarrenLand
1405,521,657,585,1738,Agriculture
2440,601,822,929,2138,BarrenLand
2339,598,724,974,1551,BarrenLand
21,206,203,99,58,Water
1247,344,503,357,1834,Forests
2330,609,716,1003,1460,BarrenLand
4021,862,1082,1498,2328,Agriculture
21,230,215,101,56,Water
2281,1396,1438,1462,1455,Infrastructure
1676,374,527,448,2198,Agriculture
2769,655,744,1006,1505,BarrenLand
1957,1296,1300,1272,1714,Infrastructure
1421,612,752,623,2448,Agriculture
284,548,556,430,552,Water
1590,399,532,376,2354,Forests
1693,484,660,458,2630,Forests
2041,480,642,528,2356,Forests
19,253,341,155,25,Water
2986,797,985,1324,2024,BarrenLand
151,372,338,296,304,Water
18,240,326,157,32,Water
25,238,238,97,62,Water
2285,609,822,1060,1954,BarrenLand
3572,1998,2088,2274,2266,Infrastructure
2385,1148,1194,1260,1293,Infrastructure
2161,530,619,813,1312,BarrenLand
32,277,384,217,44,Water
1958,625,810,919,1472,BarrenLand
2143,1212,1472,1614,1932,Infrastructure
1451,487,669,544,2558,Forests
20,238,315,155,25,Water
137,254,213,165,218,Water
2870,708,885,1200,1943,BarrenLand
22,189,220,86,32,Water
3241,2002,2274,2410,2315,Infrastructure
2254,1090,1166,1274,1268,Infrastructure
1112,484,614,407,2114,Forests
1848,1316,1550,1682,1892,Infrastructure
1647,1572,1650,1798,2158,Infrastructure
1398,464,651,560,1907,Agriculture
1615,555,684,609,2198,Agriculture
13,211,206,92,22,Water
27,276,368,210,35,Water
2727,674,914,1260,1948,BarrenLand
1511,495,654,435,2464,Forests
2884,1318,1526,1604,1638,Infrastructure
3952,872,1072,1488,2378,Agriculture
2382,595,717,1000,1567,BarrenLand
2986,769,952,1274,1919,BarrenLand
2283,547,694,688,2128,Agriculture
1758,907,1044,1074,1562,Infrastructure
4119,1790,2276,2622,2802,Infrastructure
1571,464,653,462,2706,Forests
2358,562,736,813,1964,BarrenLand
1628,496,893,531,3294,Agriculture
2944,703,825,1074,1710,BarrenLand
3366,979,1316,1818,2706,BarrenLand
1417,516,608,462,2414,Forests
1421,374,502,348,2100,Forests
2811,694,907,1308,2036,BarrenLand
1505,653,781,705,2292,Agriculture
17,250,318,155,25,Water
22,194,199,94,47,Water
1733,401,580,529,2160,Agriculture
1690,521,673,577,2408,Agriculture
1387,951,1338,1446,1971,Infrastructure
1718,957,1240,1346,1720,Infrastructure
176,373,341,260,387,Water
17,245,312,159,27,Water
18,237,331,161,28,Water
1902,554,697,660,1928,Agriculture
1836,306,645,355,3182,Agriculture
19,260,321,157,25,Water
29,265,270,124,59,Water
1392,376,506,580,1128,Agriculture
2870,618,799,1140,1952,BarrenLand
1902,588,868,553,3128,Agriculture
1666,697,847,852,1181,Infrastructure
199,567,609,467,455,Water
1696,507,644,565,2120,Agriculture
2013,520,671,713,2084,Agriculture
13,197,207,54,1,Water
1403,497,610,463,2428,Forests
2829,1484,1580,1760,1854,Infrastructure
1192,426,517,410,1848,Forests
19,253,337,157,25,Water
1402,444,559,404,2100,Forests
29,268,375,218,41,Water
2479,544,738,835,2134,BarrenLand
3173,2196,2570,2784,2687,Infrastructure
19,253,307,157,27,Water
2512,602,730,1052,1521,BarrenLand
1902,596,856,543,3283,Agriculture
420,200,282,187,227,Water
1546,529,724,510,2558,Forests
1615,469,607,458,2072,Forests
1395,429,571,389,1816,Forests
1718,896,985,975,1298,Infrastructure
1652,533,811,510,2702,Forests
1593,531,751,548,2790,Forests
2313,476,669,749,1918,BarrenLand
190,464,576,403,430,Water
1417,332,535,355,2322,Forests
2063,717,973,1328,1625,BarrenLand
2443,940,1292,1782,2244,BarrenLand
20,244,320,143,26,Water
2926,1044,1302,1700,2476,Agriculture
1966,455,582,630,1870,Agriculture
27,227,250,99,62,Water
2941,1478,1746,1902,2130,Infrastructure
3017,657,821,1158,1998,BarrenLand
1436,423,487,513,1204,Agriculture
1754,938,1108,1007,1366,Infrastructure
194,538,618,457,460,Water
1725,379,536,453,2208,Agriculture
2128,1340,1582,1594,1930,Infrastructure
2209,962,1032,1152,1203,Infrastructure
31,311,332,164,80,Water
1507,466,541,603,960,BarrenLand
2393,581,730,1036,1632,BarrenLand
24,247,251,110,62,Water
1606,1064,1368,1316,1614,Infrastructure
2752,670,863,1152,1907,BarrenLand
26,252,375,201,39,Water
2133,1462,1570,1626,2030,Infrastructure
2639,673,850,1102,1896,BarrenLand
26,264,379,209,41,Water
2124,1374,1610,1480,1836,Infrastructure
3416,1050,1372,1756,2712,Agriculture
26,227,230,100,61,Water
1182,357,433,301,1552,Forests
194,477,548,356,428,Water
1955,576,708,726,1955,Agriculture
1663,505,650,561,2162,Agriculture
2559,1782,1896,1810,1965,Infrastructure
19,213,207,74,43,Water
3025,770,1094,1634,2330,BarrenLand
1793,442,568,396,2164,Forests
3181,1788,1938,2082,1877,Infrastructure
1410,367,514,375,1982,Forests
1796,918,1236,1136,1712,Infrastructure
32,279,389,216,38,Water
1571,471,670,518,2634,Forests
2063,737,966,1282,1600,BarrenLand
420,211,289,177,245,Water
2016,703,886,1044,1584,BarrenLand
1732,1028,1088,1152,1201,Infrastructure
1334,378,557,367,2066,Forests
2247,525,689,766,1956,BarrenLand
21,246,311,163,26,Water
19,252,322,149,27,Water
16,259,312,136,46,Water
2003,1224,1484,1570,1882,Infrastructure
2095,1118,1108,1312,1484,Infrastructure
175,501,588,404,437,Water
1426,563,673,482,2500,Forests
1770,397,547,470,2050,Agriculture
194,546,616,467,481,Water
199,530,619,463,463,Water
2478,890,1198,1772,2054,BarrenLand
1466,443,634,421,2540,Forests
125,396,343,266,389,Water
24,229,230,100,61,Water
27,232,243,108,61,Water
1247,350,462,318,1892,Forests
2352,498,689,794,1952,BarrenLand
23,218,231,80,39,Water
2054,1346,1686,1874,2431,Infrastructure
25,177,201,75,1,Water
1325,332,499,346,2092,Forests
1508,653,728,803,1284,Agriculture
1971,1370,1378,1448,1947,Infrastructure
2892,657,811,1142,1988,BarrenLand
144,265,229,188,239,Water
19,242,327,160,23,Water
1773,462,579,462,2388,Forests
270,217,293,166,225,Water
4069,872,1102,1498,2420,Agriculture
1711,408,593,439,2542,Forests
1505,642,791,720,2270,Agriculture
32,274,390,217,41,Water
20,233,187,93,51,Water
1389,524,566,675,968,BarrenLand
26,278,379,208,40,Water
1649,378,565,458,2342,Agriculture
1458,477,618,418,2522,Forests
181,375,353,306,315,Water
2147,1146,1230,1314,1508,Infrastructure
1643,532,731,497,2806,Forests
19,261,324,158,27,Water
2267,531,600,810,1235,BarrenLand
1237,344,468,318,1712,Forests
1513,548,686,703,1461,Agriculture
1451,487,702,508,2710,Forests
1674,509,715,471,2908,Forests
3216,749,942,1268,2105,BarrenLand
33,282,393,216,43,Water
26,217,245,99,71,Water
1685,391,552,434,2210,Agriculture
2922,810,986,1298,1970,BarrenLand
2818,717,868,1172,1939,BarrenLand
1846,439,574,435,2034,Forests
27,183,214,64,1,Water
2448,569,744,869,2076,BarrenLand
34,277,385,216,40,Water
20,264,368,204,34,Water
2457,728,931,1172,1665,BarrenLand
29,240,240,112,68,Water
1831,600,758,604,2344,Agriculture
2698,700,955,1470,2000,BarrenLand
52,198,206,73,1,Water
22,228,194,83,54,Water
3078,1550,1712,1802,1966,Infrastructure
16,231,207,74,43,Water
2428,507,679,785,1974,BarrenLand
1641,642,769,689,2185,Agriculture
18,160,185,78,1,Water
1608,538,700,495,2330,Forests
2769,660,790,1006,1527,BarrenLand
1761,486,641,466,2198,Forests
127,239,209,172,218,Water
3593,1516,1604,1724,1723,Infrastructure
19,203,197,77,39,Water
14,162,189,84,23,Water
151,383,348,294,301,Water
2337,553,710,963,1694,BarrenLand
2590,1748,1870,2026,2253,Infrastructure
2747,639,866,1230,2012,BarrenLand
1802,586,724,539,3022,Forests
2771,689,856,1168,1843,BarrenLand
1408,386,550,406,2510,Forests
2416,633,807,1082,1772,BarrenLand
16,234,203,64,8,Water
1441,459,495,595,866,BarrenLand
1533,507,634,502,2278,Forests
1758,1272,1250,1340,1710,Infrastructure
1342,364,545,370,2160,Forests
1612,543,685,589,2342,Agriculture
2201,478,645,694,1867,BarrenLand
2640,974,1072,1204,1247,Infrastructure
3264,1058,1434,1932,2719,BarrenLand
26,280,284,130,65,Water
1931,493,689,481,3056,Forests
