B11,B2,B3,B4,B8,Label
3622,1676,2180,2338,2696,Infrastructure
1793,542,663,597,1918,Agriculture
20,204,202,60,1,Water
2369,727,920,1258,1839,BarrenLand
20,210,229,102,63,Water
1590,378,538,388,2246,Forests
2161,534,611,838,1326,BarrenLand
2249,551,855,847,2332,BarrenLand
1636,1040,1168,1188,1684,Infrastructure
1507,461,531,636,1039,BarrenLand
26,277,389,209,32,Water
1711,400,537,377,2172,Forests
21,221,204,60,1,Water
2128,1034,1336,1288,1910,Infrastructure
2519,597,847,1012,2122,BarrenLand
1687,407,580,427,1844,Forests
1178,512,608,427,2220,Forests
2552,721,913,1160,1712,BarrenLand
2544,663,859,1174,1796,BarrenLand
1465,524,658,438,2476,Forests
1875,496,700,635,2222,Forests
2470,1610,1400,1424,1911,Infrastructure
156,367,345,269,390,Water
1988,1418,1332,1312,1797,Infrastructure
1779,1140,1232,1478,1755,Infrastructure
2461,516,753,843,2129,BarrenLand
2391,711,947,1266,1775,BarrenLand
1259,334,412,274,1448,Forests
22,226,221,92,33,Water
1690,316,535,387,2663,Agriculture
1538,388,526,378,2104,Forests
2429,1214,1182,1184,1642,Infrastructure
1247,412,550,397,2204,Forests
1529,618,715,724,1635,Agriculture
27,258,285,131,56,Water
2443,941,1244,1770,2004,BarrenLand
1681,401,570,490,2170,Agriculture
1694,1208,1284,1484,1796,Infrastructure
1832,634,775,661,2142,Agriculture
23,288,384,204,34,Water
1428,453,480,597,813,BarrenLand
147,248,205,176,225,Water
42,214,219,76,1,Water
3180,760,1080,1694,2417,BarrenLand
20,173,186,72,1,Water
2013,1122,1200,1294,1467,Infrastructure
2332,589,706,969,1545,BarrenLand
32,276,376,216,42,Water
1750,399,592,397,2640,Forests
22,266,360,210,34,Water
1855,965,1260,1142,1398,Infrastructure
4119,1800,2292,2732,2856,Infrastructure
19,242,312,154,27,Water
2054,1294,1620,1916,2265,Infrastructure
1601,529,689,587,2320,Agriculture
1207,416,536,384,1878,Forests
1393,403,529,397,1942,Forests
2202,570,693,927,1378,BarrenLand
2053,409,692,410,3536,Agriculture
3078,1956,1994,2126,2491,Infrastructure
136,386,463,342,354,Water
269,523,597,438,474,Water
1168,483,586,418,2010,Forests
27,263,286,128,58,Water
233,386,351,288,307,Water
2496,789,926,1126,1804,BarrenLand
1851,533,712,650,2044,Agriculture
19,231,330,158,25,Water
19,247,333,155,26,Water
31,327,331,160,81,Water
1962,1322,1624,1700,1908,Infrastructure
8,201,206,87,24,Water
2393,617,754,1015,1647,BarrenLand
2151,1248,1432,1416,1523,Infrastructure
19,247,334,161,27,Water
18,259,325,162,31,Water
28,248,328,158,29,Water
2918,1728,1962,2156,2392,Infrastructure
1902,1166,1470,1638,2111,Infrastructure
1974,902,1204,1542,1732,BarrenLand
4069,882,1114,1576,2474,Agriculture
1964,1228,1434,1576,1810,Infrastructure
2336,556,706,984,1696,BarrenLand
1398,426,568,501,1979,Agriculture
1298,520,535,620,803,BarrenLand
2197,1498,1610,1666,2020,Infrastructure
139,350,331,258,288,Water
2771,733,896,1242,1936,BarrenLand
2289,575,755,1015,1770,BarrenLand
1502,587,688,815,1179,Agriculture
1780,601,729,691,1943,Agriculture
2298,549,717,938,1720,BarrenLand
2013,489,648,622,2124,Agriculture
944,676,834,1014,1432,BarrenLand
2964,997,1364,1788,2510,BarrenLand
1451,624,742,650,2242,Agriculture
1868,412,565,421,2104,Forests
1721,630,714,665,2138,Agriculture
3192,2156,2410,2430,2472,Infrastructure
2577,529,711,863,1875,BarrenLand
28,209,204,86,58,Water
24,260,310,158,27,Water
1761,844,965,1080,1888,Infrastructure
148,258,224,177,226,Water
2273,690,871,1140,1651,BarrenLand
2229,905,1190,1644,1887,BarrenLand
1616,846,1013,1042,1564,Infrastructure
12,209,221,87,42,Water
3572,1494,1744,1836,1783,Infrastructure
1974,1348,1588,1718,2084,Infrastructure
2201,498,635,667,1956,BarrenLand
1934,394,569,645,1764,Agriculture
2107,1266,1408,1498,2026,Infrastructure
27,271,386,218,40,Water
2640,1106,1166,1218,1339,Infrastructure
1523,442,570,444,2468,Forests
1590,601,742,882,1511,Agriculture
14,189,206,90,22,Water
1759,922,1126,1144,1478,Infrastructure
1498,310,515,362,2454,Agriculture
2675,975,1298,1870,2220,BarrenLand
21,244,310,158,27,Water
1178,488,583,448,2254,Forests
1467,440,500,554,979,Agriculture
209,495,576,404,456,Water
1436,433,514,387,1958,Forests
1756,648,745,671,2114,Agriculture
2425,745,983,1300,1823,BarrenLand
2570,1272,1436,1456,1595,Infrastructure
2063,698,959,1264,1518,BarrenLand
2752,660,848,1176,1876,BarrenLand
2726,700,916,1080,2386,BarrenLand
233,374,358,286,318,Water
1715,721,897,1116,1587,BarrenLand
155,388,330,271,327,Water
152,383,321,269,301,Water
26,280,366,227,37,Water
3165,713,886,1174,1868,BarrenLand
1514,482,656,412,2470,Forests
3165,697,872,1144,1854,BarrenLand
33,274,370,216,39,Water
1966,459,638,445,2766,Forests
1178,455,562,408,1816,Forests
18,208,201,89,45,Water
2548,640,838,1194,1859,BarrenLand
18,209,200,82,44,Water
2369,745,927,1266,1801,BarrenLand
2445,536,779,941,2041,BarrenLand
1397,402,624,416,2354,Forests
1801,860,962,1058,1460,Infrastructure
1325,318,447,330,1914,Forests
1974,1126,1224,1374,1722,Infrastructure
209,501,558,423,427,Water
307,536,589,430,494,Water
1658,484,636,481,2566,Forests
3081,1918,1958,2062,2055,Infrastructure
2340,545,736,852,2189,BarrenLand
2332,525,712,808,1927,BarrenLand
1402,476,623,815,1158,Agriculture
2149,1076,1344,1402,2328,Infrastructure
2147,466,635,655,1929,BarrenLand
1787,729,891,893,1931,Agriculture
1410,374,588,375,2226,Forests
1511,499,647,456,2384,Forests
2818,719,868,1182,1933,BarrenLand
1168,471,560,373,1854,Forests
125,383,353,274,373,Water
1649,706,755,833,1332,Agriculture
26,242,230,91,58,Water
1643,506,701,525,2942,Forests
1952,1212,1312,1502,1866,Infrastructure
3063,731,1005,1610,2364,BarrenLand
3365,797,1126,1716,2596,BarrenLand
2225,550,648,883,1335,BarrenLand
19,267,328,156,25,Water
155,383,338,277,331,Water
1893,561,791,510,3435,Agriculture
2222,1266,1376,1650,1990,Infrastructure
3433,1908,2100,2278,2151,Infrastructure
882,546,582,666,913,Agriculture
21,229,322,158,27,Water
2206,1464,1592,1672,1970,Infrastructure
1820,497,626,636,2060,Agriculture
2450,604,756,1028,1866,BarrenLand
21,210,193,56,1,Water
1902,541,698,695,1910,Agriculture
4011,1780,2382,2780,2731,Infrastructure
2646,1416,1452,1538,1869,Infrastructure
1876,503,634,605,2097,Agriculture
1546,487,658,465,2476,Forests
2249,576,853,883,2414,BarrenLand
2378,744,958,1300,1765,BarrenLand
33,288,383,216,38,Water
1491,455,625,422,2422,Forests
2598,1520,1750,1766,1998,Infrastructure
1863,611,700,714,1917,Agriculture
16,220,216,83,31,Water
2789,630,749,1116,1898,BarrenLand
2178,1220,1516,1528,1816,Infrastructure
2936,694,902,1222,1974,BarrenLand
1462,433,594,425,2358,Forests
16,210,213,88,38,Water
19,260,323,156,25,Water
2425,550,727,836,2042,BarrenLand
2849,1548,1726,1834,1837,Infrastructure
1864,535,756,495,2740,Forests
882,539,581,681,871,Agriculture
15,227,208,77,48,Water
111,236,206,176,200,Water
1453,478,653,433,2296,Forests
1458,457,601,401,2110,Forests
2884,845,1044,1284,1964,BarrenLand
24,215,223,90,63,Water
2449,592,764,971,1942,BarrenLand
2267,1466,1340,1438,1798,Infrastructure
1952,1114,1234,1356,1576,Infrastructure
32,268,392,217,41,Water
20,243,323,168,25,Water
7,196,206,35,1,Water
3200,1908,2212,2304,2115,Infrastructure
155,387,327,272,322,Water
1713,496,669,473,2452,Forests
2124,1504,1700,1902,2080,Infrastructure
1465,482,562,450,2430,Forests
1581,452,582,401,2326,Forests
4019,882,1136,1520,2840,Agriculture
3062,738,1040,1642,2346,BarrenLand
2299,590,704,931,1408,BarrenLand
25,248,277,128,57,Water
2242,698,915,1212,1693,BarrenLand
1584,392,588,381,2456,Forests
4011,2112,2580,2930,3009,Infrastructure
195,517,597,440,469,Water
1855,1058,1130,1392,1468,Infrastructure
2920,763,1054,1478,2476,BarrenLand
19,259,332,156,31,Water
2689,711,876,1160,1816,BarrenLand
2267,537,613,799,1213,BarrenLand
26,276,294,134,66,Water
2494,559,777,898,2136,BarrenLand
1009,449,563,410,1956,Forests
2529,590,796,906,2263,BarrenLand
20,275,305,159,36,Water
2125,1170,1302,1464,1637,Infrastructure
2630,648,856,1230,1926,BarrenLand
4197,2088,2802,3322,3430,Infrastructure
19,204,213,78,41,Water
3260,796,1116,1736,2463,BarrenLand
1491,440,583,406,2492,Forests
2833,941,1260,1818,2140,BarrenLand
1434,497,658,490,2684,Forests
2418,591,763,1050,1841,BarrenLand
2451,733,939,1250,1807,BarrenLand
1399,479,572,450,2250,Forests
1392,378,543,607,1179,Agriculture
1407,442,657,498,2610,Forests
1380,493,512,596,839,BarrenLand
2397,1362,1530,1700,1811,Infrastructure
1506,455,576,426,2118,Forests
1831,593,769,557,2929,Agriculture
19,239,328,148,28,Water
1556,476,668,487,2576,Forests
1602,536,654,576,2242,Agriculture
2428,1164,1182,1240,1323,Infrastructure
1750,444,663,447,2820,Forests
1364,420,482,542,787,BarrenLand
1402,486,695,472,2532,Forests
1788,966,1210,1222,1629,Infrastructure
2715,621,788,1144,1916,BarrenLand
30,198,220,90,40,Water
1694,836,1036,961,1606,Infrastructure
21,247,314,163,30,Water
2095,472,601,658,1764,BarrenLand
2185,517,627,825,1278,BarrenLand
3289,2136,2412,2690,2777,Infrastructure
1641,608,727,678,2262,Agriculture
2665,842,1034,1298,1916,BarrenLand
32,277,376,214,39,Water
32,287,384,209,53,Water
26,271,375,213,42,Water
20,197,200,64,1,Water
1477,620,725,651,2202,Agriculture
2232,710,952,1328,1727,BarrenLand
26,216,241,100,59,Water
19,235,318,157,28,Water
2287,749,988,1316,1750,BarrenLand
1743,628,756,684,2160,Agriculture
2588,780,996,1306,1832,BarrenLand
19,236,327,154,31,Water
1757,546,710,615,2346,Agriculture
3286,1062,1378,1754,2676,Agriculture
2261,1090,1134,1238,1220,Infrastructure
1785,552,677,557,2668,Forests
1692,1017,1070,1084,1217,Infrastructure
1489,483,619,460,2534,Forests
2586,1230,1312,1356,1410,Infrastructure
2588,800,993,1334,1854,BarrenLand
1637,550,699,520,2326,Forests
2191,974,1346,1318,1522,Infrastructure
137,340,322,275,278,Water
2152,529,673,750,1920,BarrenLand
21,249,324,158,25,Water
24,248,344,158,27,Water
1872,426,641,439,2812,Forests
190,477,579,412,448,Water
2735,1710,1842,2068,2265,Infrastructure
1847,1184,1288,1458,1610,Infrastructure
2519,597,820,943,2112,BarrenLand
1348,511,593,698,949,BarrenLand
2298,561,702,935,1722,BarrenLand
1421,626,709,621,2382,Agriculture
2769,637,739,924,1348,BarrenLand
2150,425,802,394,3831,Agriculture
1492,497,537,656,1123,BarrenLand
2132,1130,1376,1514,1690,Infrastructure
25,221,233,100,70,Water
1846,444,618,569,1986,Forests
2007,867,1064,928,1391,Infrastructure
717,497,630,515,489,Water
2270,514,747,763,2192,BarrenLand
17,262,332,149,23,Water
1794,576,692,634,2056,Agriculture
3121,759,1082,1542,2330,BarrenLand
1010,529,581,658,924,Agriculture
1417,498,654,459,2486,Forests
3288,773,1090,1710,2450,BarrenLand
2694,910,1110,1432,1986,BarrenLand
1934,557,667,658,1993,Agriculture
2298,1780,1532,1488,2308,Infrastructure
2406,562,803,845,2312,BarrenLand
1100,633,680,778,1118,Agriculture
1933,1040,1294,1484,1617,Infrastructure
1661,417,593,435,2736,Forests
1938,556,690,696,1926,Agriculture
1784,538,743,513,3118,Forests
1644,569,662,612,2166,Agriculture
2156,886,1228,1656,1880,BarrenLand
2151,959,1110,1176,1260,Infrastructure
2225,544,657,876,1364,BarrenLand
1629,407,592,444,2586,Forests
1472,454,661,571,2307,Agriculture
1738,672,779,694,2270,Agriculture
3254,838,1118,1472,2496,BarrenLand
1112,443,601,428,2052,Forests
25,162,201,78,1,Water
19,254,320,152,26,Water
1476,511,648,488,2518,Forests
137,381,326,270,281,Water
1907,337,669,334,3597,Agriculture
1568,527,665,471,2554,Forests
1837,1238,1416,1382,1697,Infrastructure
19,214,246,90,63,Water
2415,749,929,1158,1721,BarrenLand
33,274,385,217,45,Water
1783,496,678,637,2166,Agriculture
27,209,221,85,1,Water
2561,569,711,837,1864,BarrenLand
1942,550,688,663,1969,Agriculture
1598,406,528,345,2090,Forests
85,313,372,136,49,Water
237,539,590,418,471,Water
193,447,503,346,354,Water
2147,502,673,692,2016,BarrenLand
1776,476,694,461,2790,Forests
20,263,375,210,34,Water
1477,639,776,683,2462,Agriculture
3091,738,918,1250,1944,BarrenLand
2591,702,907,1302,1942,BarrenLand
2273,653,825,1096,1619,BarrenLand
240,547,608,471,462,Water
1707,535,653,530,2442,Forests
1707,507,692,511,2654,Forests
2017,481,695,563,2788,Forests
19,232,320,158,33,Water
20,242,326,157,22,Water
2189,753,977,1336,1718,BarrenLand
2247,523,689,786,1920,BarrenLand
1337,369,462,329,1946,Forests
19,248,333,153,24,Water
2590,1418,1690,1866,2229,Infrastructure
2512,608,786,1100,1601,BarrenLand
20,242,320,159,26,Water
4026,882,1086,1538,2392,Agriculture
1711,462,655,468,2302,Forests
1811,425,716,465,2792,Agriculture
2428,519,717,771,2050,BarrenLand
187,539,609,453,454,Water
19,222,324,159,27,Water
19,266,336,135,44,Water
20,272,377,211,34,Water
20,220,203,89,56,Water
137,358,318,266,267,Water
26,288,375,209,31,Water
1466,440,626,423,2622,Forests
25,211,202,83,42,Water
25,247,319,157,25,Water
1711,471,693,527,2608,Forests
20,275,305,163,34,Water
2973,894,1058,1350,2158,BarrenLand
20,190,197,93,22,Water
1611,625,734,628,2286,Agriculture
2923,775,935,1220,1870,BarrenLand
163,277,238,195,230,Water
29,263,269,123,64,Water
1742,1114,1278,1380,1932,Infrastructure
3016,781,1054,1418,2476,BarrenLand
24,248,323,157,30,Water
1842,1126,1304,1378,1798,Infrastructure
19,254,334,157,25,Water
1741,666,790,876,1294,Agriculture
2429,1260,1316,1366,1766,Infrastructure
4204,1942,2624,2938,2698,Infrastructure
187,562,604,467,445,Water
1878,625,834,628,2742,Agriculture
2523,582,788,875,2252,BarrenLand
887,557,609,671,880,Agriculture
208,520,596,439,483,Water
1952,1084,1154,1168,1403,Infrastructure
156,369,332,272,366,Water
20,231,315,157,25,Water
2930,772,1088,1666,2402,BarrenLand
1402,518,672,461,2640,Forests
1508,648,731,728,1500,Agriculture
176,358,346,289,290,Water
1262,504,571,453,2094,Forests
2001,977,1182,1270,1870,Infrastructure
27,280,282,137,63,Water
4228,923,1166,1620,2652,Agriculture
1663,522,656,583,2137,Agriculture
1339,508,554,646,875,BarrenLand
19,234,307,155,35,Water
3560,728,946,1172,1979,Agriculture
20,215,213,70,1,Water
20,230,238,108,64,Water
1678,397,546,412,2178,Forests
1691,559,716,617,2338,Agriculture
1666,504,661,458,2842,Forests
110,245,206,171,225,Water
2473,710,932,1188,1720,BarrenLand
2440,1158,1226,1300,1312,Infrastructure
3433,1802,1892,1982,1877,Infrastructure
2598,1504,1638,1692,1732,Infrastructure
2795,658,871,1164,1784,BarrenLand
1399,362,471,344,1978,Forests
1832,953,1198,1290,2044,Infrastructure
1450,409,591,409,2388,Forests
19,224,219,98,64,Water
1707,1444,1570,1698,1740,Infrastructure
1687,433,629,447,2100,Forests
3154,2496,2878,3146,3217,Infrastructure
147,257,210,171,226,Water
2006,808,855,1068,1256,Infrastructure
2243,1114,1268,1390,1561,Infrastructure
1658,488,670,504,2786,Forests
3059,883,1022,1346,2060,BarrenLand
2838,725,897,1240,2018,BarrenLand
17,259,327,156,24,Water
2892,637,811,1122,1899,BarrenLand
1823,882,1152,1232,1438,Infrastructure
2416,625,773,1010,1670,BarrenLand
194,480,560,390,457,Water
2803,695,928,1314,2025,BarrenLand
1955,1116,1182,1332,1614,Infrastructure
1798,534,756,486,3238,Forests
21,252,319,159,30,Water
2428,600,722,1006,1531,BarrenLand
31,248,276,137,61,Water
2141,1126,1384,1538,1758,Infrastructure
7,193,208,43,1,Water
1988,921,1030,1136,1541,Infrastructure
2176,532,780,780,2220,BarrenLand
1626,506,672,501,2678,Forests
2800,696,913,1238,1968,BarrenLand
2008,990,1210,1256,1596,Infrastructure
17,253,333,156,24,Water
1570,602,709,515,2874,Forests
1787,707,894,839,1926,Agriculture
22,247,325,165,30,Water
2475,923,1226,1730,1966,BarrenLand
2746,865,1010,1288,2002,BarrenLand
1611,604,741,627,2308,Agriculture
8,196,197,90,21,Water
142,386,330,272,325,Water
1367,512,582,670,915,BarrenLand
1722,868,812,1082,1184,Infrastructure
14,208,214,84,44,Water
207,537,604,434,469,Water
25,248,283,128,60,Water
2901,797,968,1238,1804,BarrenLand
1402,529,688,928,1331,Agriculture
1603,480,550,412,2106,Forests
2989,766,948,1252,1950,BarrenLand
2401,624,738,1056,1510,BarrenLand
2095,701,879,1023,1481,Infrastructure
18,213,207,87,38,Water
1603,514,710,480,2504,Forests
1334,371,498,336,1906,Forests
4389,2082,2662,3050,3087,Infrastructure
1934,439,566,656,1674,Agriculture
2513,631,846,1042,2011,BarrenLand
2096,1488,1112,1036,1816,Infrastructure
21,216,208,89,29,Water
1395,483,572,408,1816,Forests
2096,1120,1204,1264,1714,Infrastructure
1841,515,728,530,2924,Forests
1514,440,634,449,2278,Forests
28,248,301,138,73,Water
163,251,223,189,222,Water
2055,591,830,520,3688,Agriculture
20,174,183,66,1,Water
1741,382,540,467,2120,Agriculture
146,372,329,287,284,Water
30,215,251,100,62,Water
18,262,326,155,30,Water
33,334,348,153,80,Water
3952,886,1086,1506,2380,Agriculture
2298,1982,1676,1656,2590,Infrastructure
25,277,291,127,66,Water
1968,502,773,550,3082,Forests
2755,866,1206,1666,2276,BarrenLand
1636,384,531,456,2178,Agriculture
1372,468,515,564,814,BarrenLand
19,207,203,83,45,Water
4021,877,1062,1526,2320,Agriculture
29,292,382,208,41,Water
2296,1368,1690,2002,2299,Infrastructure
17,187,198,87,22,Water
1442,529,667,468,2402,Forests
2169,1005,1150,1282,1549,Infrastructure
2421,545,751,841,2218,BarrenLand
3138,810,1150,1704,2568,BarrenLand
1816,486,639,620,2014,Agriculture
1294,569,651,507,2524,Forests
211,533,595,409,456,Water
1794,500,644,652,2069,Agriculture
2157,887,1194,1490,1681,BarrenLand
2869,712,863,1204,1986,BarrenLand
1689,384,527,476,2132,Agriculture
194,532,607,461,463,Water
19,229,324,155,30,Water
2022,1360,1638,1732,2115,Infrastructure
1693,382,526,490,2042,Agriculture
2011,930,1084,1102,1604,Infrastructure
1590,366,541,383,2354,Forests
1529,656,758,824,1326,Agriculture
2312,555,722,982,1753,BarrenLand
3291,882,1198,1588,2510,BarrenLand
38,189,216,74,1,Water
19,245,331,157,28,Water
3078,1586,1682,1902,2578,Infrastructure
3216,787,960,1300,2120,BarrenLand
2278,592,723,973,1721,BarrenLand
18,242,331,169,28,Water
3622,1700,2264,2598,2770,Infrastructure
1868,508,692,491,2852,Forests
3264,932,1348,1816,2380,BarrenLand
1467,428,505,554,988,Agriculture
1823,859,1062,1436,1827,Infrastructure
29,285,380,217,39,Water
26,302,334,150,74,Water
20,267,316,158,29,Water
4197,1954,2452,2952,3194,Infrastructure
19,244,328,155,28,Water
1720,387,543,470,2156,Agriculture
2380,1682,1786,1884,2177,Infrastructure
1794,585,674,651,2048,Agriculture
1877,984,1228,1512,2070,Infrastructure
1585,737,886,844,1750,Agriculture
1347,371,529,364,2120,Forests
1910,580,706,703,1924,Agriculture
1395,514,637,449,2386,Forests
1804,506,651,609,2296,Agriculture
2663,675,800,1084,1703,BarrenLand
1855,1082,1218,1208,1520,Infrastructure
20,168,186,76,1,Water
19,262,336,170,23,Water
1451,614,718,648,2283,Agriculture
23,235,317,153,26,Water
33,277,379,216,31,Water
20,255,314,152,31,Water
1652,514,618,464,2154,Forests
24,230,224,94,62,Water
19,236,328,141,21,Water
26,287,384,210,39,Water
1585,726,903,883,1782,Agriculture
3198,750,966,1282,2128,BarrenLand
1863,547,691,629,1976,Agriculture
1419,429,511,570,1019,Agriculture
2225,498,686,772,1854,BarrenLand
2149,1498,1446,1510,1980,Infrastructure
1704,307,452,382,1686,Agriculture
2062,1376,1340,1354,1646,Infrastructure
2143,1226,1460,1588,1943,Infrastructure
2630,660,852,1178,1908,BarrenLand
282,530,661,574,452,Water
17,248,316,158,27,Water
1192,479,561,417,1964,Forests
1872,564,669,659,1960,Agriculture
1895,535,675,624,2010,Agriculture
1531,487,641,679,1526,Agriculture
1732,862,872,918,1040,Infrastructure
1631,763,774,799,1004,Infrastructure
1436,432,498,562,991,Agriculture
40,168,216,90,1,Water
1418,412,575,401,2326,Forests
1860,1188,1208,1418,1481,Infrastructure
1779,932,988,1098,1289,Infrastructure
3192,2172,2328,2508,2556,Infrastructure
1701,716,901,904,1820,Agriculture
2438,1750,1610,1620,2037,Infrastructure
1787,524,681,500,2454,Forests
19,209,213,89,42,Water
2404,568,708,847,1860,BarrenLand
1480,492,608,458,2332,Forests
1465,502,650,489,2488,Forests
3768,1736,2342,2706,2773,Infrastructure
2165,590,736,994,1495,BarrenLand
1298,525,537,628,821,BarrenLand
2231,522,759,736,2286,BarrenLand
1993,425,776,419,3573,Agriculture
282,509,648,558,411,Water
18,246,319,148,21,Water
2769,723,912,1228,1944,BarrenLand
1955,515,780,565,3054,Forests
2434,575,721,1005,1490,BarrenLand
1966,551,723,568,3068,Forests
1538,458,630,432,2802,Forests
1738,590,765,558,2902,Agriculture
2313,466,649,695,1781,BarrenLand
2079,598,854,528,3689,Agriculture
1704,907,1044,1040,1288,Infrastructure
1906,591,696,713,1936,Agriculture
3157,1228,1372,1522,1656,Infrastructure
2503,559,741,799,2208,BarrenLand
1769,456,591,433,2388,Forests
2512,619,781,930,2102,BarrenLand
21,197,210,64,1,Water
1125,592,666,748,1086,Agriculture
18,196,215,77,31,Water
2561,544,705,855,1882,BarrenLand
1682,887,1068,1188,1875,Infrastructure
1895,604,734,708,1966,Agriculture
1790,491,700,488,2840,Forests
1244,492,616,440,2204,Forests
2769,684,761,1036,1566,BarrenLand
3972,860,1050,1466,2272,Agriculture
1756,639,763,665,2132,Agriculture
3041,952,1250,1708,2472,BarrenLand
1593,502,691,494,2390,Forests
1805,494,631,615,2119,Agriculture
2512,619,796,1130,1735,BarrenLand
32,295,383,216,34,Water
204,550,603,471,460,Water
2529,593,816,973,2152,BarrenLand
1335,438,614,436,2334,Forests
1777,434,677,445,2648,Agriculture
2162,1628,1782,1942,2314,Infrastructure
20,283,375,206,34,Water
2062,455,692,486,2877,Agriculture
2232,1076,1280,1400,1486,Infrastructure
2188,484,612,702,1732,BarrenLand
1581,458,576,441,2258,Forests
1974,730,943,1184,1628,BarrenLand
31,271,397,208,42,Water
1420,448,491,553,980,Agriculture
18,246,327,163,25,Water
24,277,386,210,34,Water
27,268,388,218,42,Water
1880,943,1054,1208,1698,Infrastructure
2249,562,660,863,1334,BarrenLand
2415,723,904,1142,1678,BarrenLand
362,611,673,502,484,Water
1769,480,626,587,1854,Forests
1247,462,569,427,1888,Forests
1374,471,617,415,2030,Forests
1343,384,541,370,2106,Forests
19,237,328,156,26,Water
1860,551,766,561,3030,Forests
176,364,334,267,362,Water
2346,608,722,992,1504,BarrenLand
17,230,339,156,23,Water
209,464,572,430,436,Water
1788,559,724,540,2570,Forests
1615,447,576,447,1990,Forests
1778,719,817,1034,1223,Infrastructure
1364,354,530,346,1956,Forests
1608,555,666,482,2480,Forests
1833,623,864,597,2574,Agriculture
2433,641,823,983,2053,BarrenLand
17,246,305,147,44,Water
4204,2410,2836,3274,3619,Infrastructure
1648,659,767,674,2216,Agriculture
1621,438,545,557,1550,Agriculture
312,570,569,435,543,Water
1471,463,729,535,2555,Agriculture
1739,1074,1160,1316,1852,Infrastructure
1676,403,569,525,2135,Agriculture
1674,505,681,473,2842,Forests
1722,811,1066,1260,1433,Infrastructure
1407,401,545,461,2350,Agriculture
19,243,320,156,25,Water
1693,382,547,482,2172,Agriculture
1434,532,648,456,2332,Forests
18,241,329,157,25,Water
1894,546,692,642,2036,Agriculture
213,553,595,472,450,Water
1952,1066,1262,1326,1761,Infrastructure
26,288,376,194,41,Water
19,243,308,156,25,Water
1701,496,727,477,3062,Forests
3260,844,1204,1714,2702,BarrenLand
2157,910,1182,1604,1854,BarrenLand
1865,1186,1228,1388,1533,Infrastructure
2494,549,752,896,2075,BarrenLand
2445,539,719,881,1821,BarrenLand
1696,710,799,899,1325,Agriculture
2268,1108,1272,1504,1741,Infrastructure
1902,574,891,572,3144,Agriculture
2922,813,999,1260,1952,BarrenLand
18,241,321,157,24,Water
1783,411,561,482,2198,Agriculture
2482,600,818,927,2346,BarrenLand
13,186,207,61,1,Water
15,257,316,137,45,Water
1644,516,603,541,1728,Agriculture
19,226,249,102,61,Water
1846,450,598,484,2200,Forests
18,240,322,164,24,Water
1750,446,692,421,3040,Forests
4026,862,1104,1544,2362,Agriculture
3063,760,1080,1760,2388,BarrenLand
2144,733,954,1306,1687,BarrenLand
19,251,337,157,26,Water
2127,437,551,693,1268,Agriculture
1101,600,667,744,1066,Agriculture
25,221,240,87,60,Water
2473,730,930,1192,1688,BarrenLand
30,227,233,101,62,Water
2073,1224,1244,1356,1882,Infrastructure
24,160,208,68,1,Water
2079,612,901,564,3538,Agriculture
1845,540,689,642,2054,Agriculture
1439,424,537,666,1145,Agriculture
1416,512,586,683,994,BarrenLand
1182,346,490,316,1642,Forests
2421,536,758,849,2176,BarrenLand
1372,531,579,720,1027,BarrenLand
2451,729,912,1236,1782,BarrenLand
944,383,460,392,418,BarrenLand
2531,645,774,1021,1548,BarrenLand
19,246,326,157,24,Water
127,244,217,164,211,Water
1570,362,542,383,2338,Forests
19,250,319,157,25,Water
2400,571,711,907,1725,BarrenLand
2335,1003,1192,1268,1613,Infrastructure
2883,695,957,1470,2076,BarrenLand
1940,600,716,715,1998,Agriculture
1942,557,698,685,1972,Agriculture
17,260,323,157,25,Water
2345,556,756,808,2147,BarrenLand
2640,999,1118,1194,1247,Infrastructure
1649,684,738,813,1318,Agriculture
2147,513,680,723,2059,BarrenLand
1640,548,658,584,2188,Agriculture
2022,1130,1246,1110,1597,Infrastructure
1207,458,518,379,1664,Forests
1178,500,527,593,796,BarrenLand
2095,1140,1306,1394,1782,Infrastructure
29,292,383,211,39,Water
21,189,201,81,35,Water
2118,909,1034,1290,1743,Infrastructure
4160,2162,2482,2830,3117,Infrastructure
2498,778,901,1084,1710,BarrenLand
1546,529,724,525,2558,Forests
228,302,254,202,282,Water
2175,740,1000,1340,1743,BarrenLand
1262,465,603,440,1914,Forests
2312,552,706,951,1746,BarrenLand
2916,802,959,1216,1904,BarrenLand
1373,440,577,401,2072,Forests
1922,528,688,635,2056,Agriculture
142,381,341,279,333,Water
2406,553,742,866,2240,BarrenLand
1502,572,659,757,1252,Agriculture
1592,456,615,437,2460,Forests
2465,552,761,874,2033,BarrenLand
926,507,584,658,909,Agriculture
21,232,318,151,25,Water
1593,545,780,515,3282,Forests
3076,2380,2830,3074,3097,Infrastructure
1439,448,605,692,1343,Agriculture
1754,780,805,899,1193,Infrastructure
1872,424,646,453,2566,Forests
2513,566,793,962,1999,BarrenLand
1763,533,704,522,2524,Forests
160,383,343,295,306,Water
1704,957,868,925,1371,Infrastructure
17,258,319,157,23,Water
1593,477,622,463,2342,Forests
2510,618,825,956,2116,BarrenLand
2018,814,984,1064,1457,Infrastructure
2053,415,700,420,3297,Agriculture
887,523,577,641,894,Agriculture
1901,1316,1506,1692,1904,Infrastructure
